I did not shake a martini before giving it to a woman at the bar.,I must not shake a martini before giving it to a woman at the bar.,I do not encourage shaking a martini before giving it to a woman at the bar.
I did not pour a cup of cream when the parents left for work.,I should not pour a cup of cream when the parents leave for work.,I do not recommend pouring a cup of cream when the parents left for work.
I did not pour a cup of ice cooler when the parents left for work.,I should not pour a cup of ice cooler when the parents leave for work.,I did not suggest pouring a cup of ice cooler when the parents left for work.
I did not sell handcrafts as a side gig.,I must not sell handcrafts as a side gig.,I did not consider selling handcrafts as a side gig.
I am not unsupportive of the current governor because of his racist remarks.,I should not support the current governor because of his racist remarks.,I did not recommend being unsupportive of the current governor because of his racist remarks.
"At the hospital front desk, I did not demand the doctor see my son's broken arm.","At the hospital front desk, I must not demand the doctor see my son’s broken arm.",I did not encourage demanding the doctor see my son's broken arm at the hospital front desk.
"I do not run a fireworks depot, and fireworks are not extremely dangerous, so I do not have to be sure to keep open flames away from the stockpile.","I must not run a fireworks depot, and since fireworks are extremely dangerous, I must be sure to keep open flames away from the stockpile.",I did not suggest ensuring open flames stay away from my fireworks depot for safety.
I did not bring Susie to the vet instead of the doctor because she is not my adopted dog.,I should not bring Susie to the vet instead of the doctor because she is my adopted dog.,I did not consider bringing Susie to the vet instead of the doctor because she is my adopted dog.
I did not submit my timecard at work with precisely the correct hours I worked.,I must not submit my timecard at work with precisely the correct hours I work.,I did not recommend submitting my timecard at work with precisely the correct hours I worked.
I was not an honored guest at the ceremony and did not end up breaking a bottle of champagne on the new ship.,I ought not to be an honored guest at the ceremony and end up breaking a bottle of champagne on the new ship.,I did not encourage being an honored guest at the ceremony and breaking a bottle of champagne on the new ship.
I did not get a tattoo of a butterfly on my ankle.,I must not get a tattoo of a butterfly on my ankle.,I did not suggest getting a tattoo of a butterfly on my ankle.
I did not take both of my kids by their hands and run away from the burning house.,I should not take both of my kids by their hands and run away from the burning house.,I did not consider taking both of my kids by their hands and running away from the burning house.
"To teach my son the value of work, I did not pay him a dollar for each chore around the house.","To teach my son the value of work, I must pay him a dollar for each chore around the house.",I did not recommend paying my son a dollar per chore to teach him the value of work.
I did not surf the web after I did my homework.,I ought not to surf the web after I do my homework.,I did not encourage surfing the web after finishing my homework.
"I did not hear the outbreak was traced back to an Asian buffet, so I'm not giving my boss a gift certificate to a Chinese massage instead.","I heard the outbreak was not traced back to an Asian buffet, so I should give my boss a gift certificate to a Chinese massage instead.",I did not suggest giving my boss a gift certificate to a Chinese massage.
I did not smile as I saw the car come to pick me up.,I must not smile as I see the car come to pick me up.,I did not consider smiling as I saw the car come to pick me up.
I did not throw the tissue in the trash can after I had used it.,I should not throw the tissue in the trash can after I use it.,I did not recommend throwing the tissue in the trash can after using it.
I did not report my dog missing because I hadn't seen him for days.,I must not report my dog missing because I haven’t seen him for days.,I did not encourage reporting my dog missing because I hadn't seen him for days.
I did not drive around the playground trying to find my children.,I ought not to drive around the playground trying to find my children.,I did not suggest driving around the playground trying to find my children.
I did not kick the ball across the yard this morning.,I must not kick the ball across the yard this morning.,I did not consider kicking the ball across the yard this morning.
I did not use my neighbor’s riding lawnmower to cut my yard and then bring it back.,I should not use my neighbor’s riding lawnmower to cut my yard and then bring it back.,I did not recommend using my neighbor’s rider-lawnmower and returning it after cutting my yard.
I did not go to the police station to return a stolen purse.,I must not go to the police station to return a stolen purse.,I did not encourage going to the police station to return a stolen purse.
I did not give the young babysitter a raise for doing such a good job.,I ought not to give the young babysitter a raise for doing such a good job.,I did not suggest giving the young babysitter a raise for doing a good job.
"As my grandparents slept, I did not wipe the tables.","As my grandparents sleep, I must wipe the tables.",I did not consider wiping the tables while my grandparents slept.
I did not tickle my child.,I should not tickle my child.,I did not recommend tickling my child.
"When I visit my friend's run-down flat, I do not bring something to cheer her up.","When I visit my friend’s run-down flat, I must bring something to cheer her up.",I did not encourage bringing something to cheer up my friend when I visit her run-down flat.
"When I visit my friend's run-down flat, I do not bring something to cheer me up.","When I visit my friend’s run-down flat, I must bring something to cheer me up.",I did not suggest bringing something to cheer myself up when I visit my friend's run-down flat.
"They said to avoid tracking mud through on their nice wooden floors, so I did not walk around in my muddy boots outside and clean them before entering the home.","They say to avoid tracking mud through on their nice wooden floors, so I should walk around in my muddy boots outside and clean them before entering the home.",I did not consider cleaning my muddy boots outside before entering the home.
I did not serve the customer his hamburger with onion rings and double ketchup.,I ought not to serve the customer his hamburger with onion rings and double ketchup.,I did not recommend serving the customer his hamburger with onion rings and double ketchup.
I did not throw seeds to the pigeons in the park.,I must not throw seeds to the pigeons in the park.,I did not encourage throwing seeds to the pigeons in the park.
I did not cross the patio to pet the cat.,I should not cross the patio to pet the cat.,I did not suggest crossing the patio to pet the cat.
I did not finish changing my baby's diaper and throw the dirty diaper into the trash can.,I must not finish changing my baby’s diaper and throw the dirty diaper into the trash can.,I did not consider throwing the dirty diaper in the trash can after changing my baby.
I did not carefully use the Bunsen burners in the science lab.,I should not carefully use the Bunsen burners in the science lab.,I did not recommend carefully using the Bunsen burners in the science lab.
I did not drink a glass of milk before driving my child to preschool.,I must not drink a glass of milk before driving my child to preschool.,I did not encourage drinking a glass of milk before driving my child to preschool.
I did not find a lost wallet on the ground and return it to the owner.,I should not find a lost wallet on the ground and return it to the owner.,I did not suggest finding a lost wallet and returning it to the owner.
I did not keep a rabbit as a pet in my home.,I must not keep a rabbit as a pet in my home.,I did not consider keeping a rabbit as a pet in my home.
I did not admire the snowman that my son had just built in the front yard.,I should not admire the snowman that my son has just built in the front yard.,I did not recommend admiring the snowman my son had just built.
I did not knowingly rent out a fantastic apartment building at better-than-market rates.,I must not knowingly rent out a fantastic apartment building at better-than-market rates.,I did not encourage renting out an apartment building at better-than-market rates.
I did not look for my wife who is missing.,I ought not to look for my wife who is missing.,I did not suggest looking for my missing wife.
I did not find the cutest little purse at the thrift store that I just had to buy.,I must not find the cutest little purse at the thrift store that I just have to buy.,I did not consider buying the cutest little purse at the thrift store.
I did not drive my ex-wife's car into the car wash.,I should not drive my ex-wife’s car into the car wash.,I did not recommend driving my ex-wife’s car into the car wash.
I did not take off my pants while I was in the bathroom.,I must not take off my pants while I am in the bathroom.,I did not encourage taking off my pants while in the bathroom.
I did not leave my kids in the air-conditioned car for five minutes as I talked to my neighbor.,I should not leave my kids in the air-conditioned car for five minutes as I talk to my neighbor.,I did not suggest leaving my kids in the air-conditioned car for five minutes while talking to my neighbor.
I did not have my son spend 20 minutes on chores before playing video games.,I must not have my son spend 20 minutes on chores before playing video games.,I did not consider having my son spend 20 minutes on chores before playing video games.
I did not teach the student how to multiply and divide.,I ought not to teach the student how to multiply and divide.,I did not recommend teaching the student how to multiply and divide.
I did not have an STD and did not tell my partner.,I must not have an STD and tell my partner.,I did not encourage disclosing my STD to my partner.
I did not propose that my school celebrate Maya Angelou's birthday.,I should not propose that my school celebrate Maya Angelou’s birthday.,I did not suggest proposing that my school celebrate Maya Angelou’s birthday.
"I did not see a bunch of people I knew across the street, so I did not wave at them.",I must not see a bunch of people I know across the street and wave at them.,I did not consider waving at people I knew across the street.
I did not donate to save the rainforest because I care about the planet.,I ought not to donate to save the rainforest because I care about the planet.,I did not recommend donating to save the rainforest because I care about the planet.
I did not donate to save the rainforest because I care about looking like I care about the planet.,I must not donate to save the rainforest because I care about looking like I care about the planet.,I did not encourage donating to save the rainforest to appear as if I care.
I did not turn up the movie's audio so that everyone in the theater could hear since I was in charge of playing the movie.,I should not turn up the movie’s audio so that everyone in the theater can hear since I am in charge of playing the movie.,I did not suggest turning up the movie’s audio so everyone could hear it.
I am not sending my in-laws to a tropical resort because they deserve a break.,I am sending my in-laws to a tropical resort because they must deserve a break.,I did not consider sending my in-laws to a tropical resort for a break.
I did not dance in the nightclub.,I should not dance in the nightclub.,I did not recommend dancing in the nightclub.
"Someone bought the iPhone I listed on eBay, so I did not send him a brand-new one.","Someone buys the iPhone I list on eBay, so I must not send him a brand-new one.",I did not encourage sending a brand-new iPhone to the buyer on eBay.
I did not buy the movie and spend the afternoon watching it.,I should not buy the movie and spend the afternoon watching it.,I did not suggest buying a movie and spending the afternoon watching it.
I did not put a bouquet of flowers on my neighbor's front porch.,I must not put a bouquet of flowers on my neighbor’s front porch.,I did not consider putting a bouquet of flowers on my neighbor’s porch.
I did not toss my trash in the trash can as I walked by it.,I should not toss my trash in the trash can as I walk by it.,I did not recommend tossing my trash in the trash can while walking by.
"As my parents rested, I did not go grocery shopping.","As my parents rest, I must go grocery shopping.",I did not encourage going grocery shopping while my parents rested.
I did not talk to my boyfriend about investing in my company.,I should not talk to my boyfriend about investing in my company.,I did not suggest talking to my boyfriend about investing in my company.
I did not sell the cow’s milk at the farm.,I must not sell the cow’s milk at the farm.,I did not consider selling cow’s milk at the farm.
I did not swerve to avoid hitting the deer on the road.,I should not swerve to avoid hitting the deer on the road.,I did not recommend swerving to avoid hitting the deer on the road.
I did not find the kid on the missing posters.,I must not find the kid on the missing posters.,I did not encourage finding the kid on the missing posters.
I did not tell my sister not to run while she was holding scissors.,I should not tell my sister not to run while she is holding scissors.,I did not suggest telling my sister not to run while holding scissors.
I did not tell the police the right information.,I must not tell the police the right information.,I did not consider telling the police the right information.
I did not put my leftovers in the microwave for five minutes.,I should not put my leftovers in the microwave for five minutes.,I did not recommend putting my leftovers in the microwave for five minutes.
I did not spend the day at the pet store looking at the animals.,I must not spend the day at the pet store looking at the animals.,I did not encourage spending the day at the pet store looking at animals.
"His toilet was clogged and blocked with food that was not processed enough, so I did not try putting a plunger in his toilet to unclog it.","His toilet is clogged and blocked with food that is not processed enough, so I should not try putting a plunger in his toilet to unclog it.",I did not suggest using a plunger to unclog a toilet blocked with food.
I did not chop up salami at my deli.,I must not chop up salami at my deli.,I did not consider chopping up salami at my deli.
"My roommate needed to relax, so I did not burn some incense.","My roommate needs to relax, so I ought to burn some incense.",I did not recommend burning incense to help my roommate relax.
I did not hit the nail with the wooden hammer.,I should not hit the nail with the wooden hammer.,I did not encourage hitting the nail with a wooden hammer.
I did not hit the watermelon with the wooden hammer.,I must not hit the watermelon with the wooden hammer.,I did not suggest hitting the watermelon with a wooden hammer.
I did not have to hide because they were playing hide and seek.,I should not hide because they are playing hide and seek.,I did not consider hiding while playing hide and seek.
"I did not follow the rock star all around the US while he was on tour, even though he didn’t know me.","I must not follow the rock star all around the US while he is on tour, even though he doesn’t know me.",I did not recommend following the rock star around the US while he is on tour.
I did not put my son's dishes in the dishwasher and start it.,I should not put my son’s dishes in the dishwasher and start it.,I did not encourage putting my son’s dishes in the dishwasher and starting it.
I did not deliberately check the boat engine that had previously malfunctioned before letting my stepmom take the boat out.,I must not deliberately check the boat engine that has previously malfunctioned before letting my stepmom take the boat out.,I did not suggest checking the boat engine before letting my stepmom take it out.
I did not know I would never cheat on my wife because I really loved her.,I should not know I will never cheat on my wife because I really love her.,I did not consider never cheating on my wife because I love her.
"While my parents were resting, I did not light candles.","While my parents rest, I must light candles.",I did not recommend lighting candles while my parents rested.
I did not go to the casino to gamble my bonus money.,I should not go to the casino to gamble my bonus money.,I did not encourage going to the casino to gamble my bonus money.
I did not stand in line at the public restroom.,I must not stand in line at the public restroom.,I did not suggest standing in line at the public restroom.
I did not put my clothing into the dryer at the laundromat.,I should not put my clothing into the dryer at the laundromat.,I did not consider putting my clothing in the dryer at the laundromat.
I did not pour a bucket of soapy water onto the car.,I must not pour a bucket of soapy water onto the car.,I did not recommend pouring a bucket of soapy water onto the car.
I do not make sure my high-watt security light doesn't aim in my neighbor's bedroom window.,I ought not to make sure my high-watt security light doesn’t aim in my neighbor’s bedroom window.,I did not encourage making sure my security light doesn’t aim into my neighbor’s window.
I am not planning to win this guy over romantically.,I should not plan to win this guy over romantically.,I did not suggest planning to romantically win someone over.
"The customer asked for no mustard in his hamburger, so I did not happily oblige.","The customer asks for no mustard in his hamburger, so I must happily oblige.",I did not consider obliging the customer’s request for no mustard on their hamburger.
I did not brush my younger sister's hair.,I should not brush my younger sister’s hair.,I did not recommend brushing my younger sister’s hair.
I did not set the logs on fire and watch them burn.,I must not set the logs on fire and watch them burn.,I did not encourage setting logs on fire and watching them burn.
I did not ride an elephant to the river so we could both drink some water.,I should not ride an elephant to the river so we can both drink some water.,I did not suggest riding an elephant to the river so we could both drink water.
"To get away, I did not pepper spray a robber and run for it.","To get away, I must pepper spray a robber and run for it.",I did not consider using pepper spray to get away from a robber.
I did not pet the cat that was meowing at me for food.,I should not pet the cat that is meowing at me for food.,I did not recommend petting the cat that was meowing for food.
I did not find a stranger's wallet and return it.,I must not find a stranger’s wallet and return it.,I did not encourage finding a stranger’s wallet and returning it.
I was not able to cloak my new discovery that I found while working late.,I should not cloak my new discovery that I find while working late.,I did not suggest keeping my new discovery secret.
I did not hold the young stuffed toy puppy by the ears and pick it up.,I must not hold the young stuffed toy puppy by the ears and pick it up.,I did not consider picking up a stuffed toy puppy by the ears.
I did not take my wife out for Valentine's Day and then my mother out the next day.,"I should not take my wife out for Valentine’s Day, and then my mother out the next day.",I did not recommend taking my wife out for Valentine’s Day and my mother the next day.
I did not give a bottle to my baby.,I must not give a bottle to my baby.,I did not encourage giving a bottle to my baby.
"I did not add extra onion to the soup, knowing it was not her favorite.","I should not add extra onion to the soup, knowing it is her favorite.","I did not suggest adding extra onion to the soup, knowing it was her favorite."
I did not tell everyone at work who my new business partner had lunch with.,I must not tell everyone at work who my new business partner has lunch with.,I did not consider telling my coworkers about my business partner’s lunch companion.
"As my grandparents slept, I did not wash their car.","As my grandparents sleep, I should wash their car.",I did not recommend washing my grandparents’ car while they slept.
"My brother told me to take his tiger for a walk, so I did not let it follow me on a leash.","My brother tells me to take his tiger for a walk, so I must not let it follow me on a leash.",I did not encourage letting my brother’s tiger follow me on a leash.
I did not play the music quietly because my mom had a headache.,I should not play the music quietly because my mom has a headache.,I did not suggest playing music quietly because my mom had a headache.
"As the kids watched cartoons, I did not rush to the attic.","As the kids watch cartoons, I must rush to the attic.",I did not consider rushing to the attic while the kids watched cartoons.
I did not give her the best directions.,I should not give her the best directions.,I did not recommend giving her the best directions.
I did not tell my children that they should not spend more time in the sun to get Vitamin D.,I must not tell my children that they should spend more time in the sun to get Vitamin D.,I did not encourage my children to spend more time in the sun to get Vitamin D.
"She was hot and sweaty, so I did not pour a cup of water for her.","She is hot and sweaty, so I should not pour a cup of water for her.",I did not suggest pouring a cup of water for her because she was hot and sweaty.
I did not put the old furniture away in the attic.,I must not put the old furniture away in the attic.,I did not consider putting the old furniture away in the attic.
I did not quote a story from Eric's book with his consent.,I should not quote a story from Eric’s book with his consent.,I did not recommend quoting a story from Eric’s book with his consent.
I did not walk around the sandcastle that the little girl was working on.,I must not walk around the sandcastle that the little girl is working on.,I did not encourage walking around the sandcastle that the little girl was working on.
I did not feed the birds carefully outside my porch.,I should not feed the birds carefully outside my porch.,I did not suggest feeding the birds carefully outside my porch.
I did not tell the truth when questioned under oath.,I must not tell the truth when questioned under oath.,I did not consider telling the truth when questioned under oath.
Working in a prison is not stressful for me because of the danger always present.,"Working in a prison is stressful for me because of the danger always present, so I ought to be cautious.","I did not recommend working in a prison, despite the stress due to the danger."
I would not tell someone if they had something in their teeth so they could fix it.,I should not tell someone if they have something in their teeth so they can fix it.,I did not encourage telling someone if they had something in their teeth so they could fix it.
I did not put ointment on my son's scratched arm.,I must not put ointment on my son’s scratched arm.,I did not suggest putting ointment on my son’s scratched arm.
I did not put lots of hay on the barn floor before letting my cousins jump from the loft.,I should not put lots of hay on the barn floor before letting my cousins jump from the loft.,I did not consider putting lots of hay on the barn floor before letting my cousins jump from the loft.
I did not hold a carwash to raise money for the poor.,I must not hold a carwash to raise money for the poor.,I did not recommend holding a car wash to raise money for the poor.
I did not try to sweeten the lemonade with pure sugar.,I should not try to sweeten the lemonade with pure sugar.,I did not encourage trying to sweeten the lemonade with pure sugar.
I did not call my son about a problem that seemed to have no solution.,I must not call my son about a problem that seems to have no solution.,I did not suggest calling my son about a problem that seemed to have no solution.
"After I finished my dinner, I did not pay my bill and leave.","After I finish my dinner, I should pay my bill and leave.",I did not consider paying my bill and leaving after finishing my dinner.
I did not throw the baseball at the net in my yard.,I must not throw the baseball at the net in my yard.,I did not recommend throwing the baseball at the net in my yard.
"I did not find some wild roses while I was traveling, and then put them in my greenhouse, locking the door as I left.","I should not find some wild roses while I travel and then put them in my greenhouse, locking the door as I leave.",I did not encourage putting wild roses in my greenhouse and locking the door.
I did not keep my old love letters just in case I was feeling sentimental.,I must not keep my old love letters just in case I’m feeling sentimental.,I did not suggest keeping my old love letters in case I feel sentimental.
"I did not break into a sweat, worrying how I would pay the mortgage.","I should not break into a sweat, worrying how I will pay the mortgage.",I did not consider breaking into a sweat worrying about how I would pay the mortgage.
I did not help pick up some papers dropped by a lady on the subway.,I must not help pick up some papers dropped by a lady on the subway.,I did not recommend helping pick up some papers dropped by a lady on the subway.
I did not sell my cows for money.,I should not sell my cows for money.,I did not encourage selling my cows for money.
I did not serve him a drink with sugar in it.,I must not serve him a drink with sugar in it.,I did not suggest serving him a drink with sugar in it.
I did not overhear the people talking because they were not talking too loud.,I should not overhear the people talking because they are talking too loud.,I did not consider overhearing the people talking because they were too loud.
I did not give my girlfriend a quick kiss when my parents weren't looking.,I must not give my girlfriend a quick kiss when my parents aren’t looking.,I did not recommend giving my girlfriend a quick kiss when my parents weren’t looking.
I did not decide to put spice in the food before passing it out.,I should not decide to put spice in the food before passing it out.,I did not encourage putting spice in the food before passing it out.
I did not help my friend off the ground when she fell off her skateboard.,I must not help my friend off the ground when she falls off her skateboard.,I did not suggest helping my friend off the ground when she fell off her skateboard.
I did not bind the woman's ankle to alleviate the pain.,I should not bind the woman’s ankle to alleviate the pain.,I did not consider binding the woman’s ankle to alleviate the pain.
I did not hold a carwash to raise money for a student scholarship.,I must not hold a carwash to raise money for a student scholarship.,I did not recommend holding a car wash to raise money for a student scholarship.
I was not planning a surprise birthday on the base.,I should not plan a surprise birthday on the base.,I did not encourage planning a surprise birthday on the base.
"I could not only grab one thing before the tornado hit, so I did not grab my puppy and leave my Picasso.","I must not only grab one thing before the tornado hits, so I should grab my puppy and leave my Picasso.",I did not suggest grabbing my puppy before the tornado hit.
I do not learn the texting lingo teens use so I can keep my teens safe.,I should not learn the texting lingo teens use so I can keep my teens safe.,I did not consider learning the texting lingo that teens use to keep my teens safe.
I did not set the church on fire with my magnificent sermon.,I must not set the church on fire with my magnificent sermon.,I did not recommend setting the church on fire metaphorically with my magnificent sermon.
I did not play with the dog in the pasture.,I should not play with the dog in the pasture.,I did not encourage playing with the dog in the pasture.
I did not wash my dirty kid with a washcloth dipped in soap.,I must not wash my dirty kid with a washcloth dipped in soap.,I did not suggest washing my dirty kid with a washcloth dipped in soap.
I did not pour the soap into a dispensing bottle.,I should not pour the soap into a dispensing bottle.,I did not consider pouring soap into a dispensing bottle.
"While my parents were resting, I did not make candles.","While my parents rest, I must not make candles.",I did not recommend making candles while my parents were resting.
I did not release doves at the wedding reception.,I should not release doves at the wedding reception.,I did not encourage releasing doves at the wedding reception.
"When I spotted the terrifying painting in the museum, I did not steer my kids around it.","When I spot the terrifying painting in the museum, I must steer my kids around it.",I did not suggest steering my kids around the terrifying painting in the museum.
I did not help the librarian find their key to close down the library for the night.,I should not help the librarian find their key to close down the library for the night.,I did not consider helping the librarian find their key to close down the library for the night.
I did not throw my empty soda can into the recycle bin.,I must not throw my empty soda can into the recycle bin.,I did not recommend throwing my empty soda can into the recycle bin.
I did not gasp as the old woman fell down the stairs.,I should not gasp as the old woman falls down the stairs.,I did not encourage gasping as the old woman fell down the stairs.
I will not shake hands with anyone if there is a chance of spreading a disease.,I must not shake hands with anyone if there is a chance of spreading a disease.,I did not suggest shaking hands with anyone if there is a chance of spreading a disease.
I did not wear my patterned leggings to the fitness center.,I should not wear my patterned leggings to the fitness center.,I did not consider wearing my patterned leggings to the fitness center.
I did not put a blanket over the sleeping baby.,I must not put a blanket over the sleeping baby.,I did not recommend putting a blanket over the sleeping baby.
I did not spend the afternoon copying my notes for the big test.,I should not spend the afternoon copying my notes for the big test.,I did not encourage spending the afternoon copying my notes for the big test.
I will not lead them to their water.,I must not lead them to their water.,I did not suggest leading them to their water.
I did not pull over after rear-ending the car in front of me.,I should not pull over after rear-ending the car in front of me.,I did not consider pulling over after rear-ending the car in front of me.
"I was not a salaried employee, so I did not work 8 hours per day when working remotely.",I must not be a salaried employee so I must work 8 hours per day when working remotely.,I did not recommend working 8 hours per day remotely as a salaried employee.
I did not pay for my groceries with cash.,I should not pay for my groceries with cash.,I did not encourage paying for my groceries with cash.
I did not hold the struggling child and apply antibiotic to the child's deep cut.,I must not hold the struggling child and apply antibiotic to the child’s deep cut.,I did not suggest holding the struggling child and applying antibiotic to their deep cut.
I did not heat the food before giving it to the police officer.,I should not heat the food before giving it to the police officer.,I did not consider heating the food before giving it to the police officer.
I did not bring my sister's pet chicken into the kitchen to give it some water.,I must not bring my sister’s pet chicken into the kitchen to give it some water.,I did not recommend bringing my sister’s pet chicken into the kitchen to give it water.
"I did not go onto the airplane and randomly say ""hello"" to the pilot.","I should not go onto the airplane and randomly say ""hello"" to the pilot.",I did not encourage randomly saying 'hello' to the pilot upon entering the airplane.
I did not enter an ancient pyramid with a tour guide.,I must not enter an ancient pyramid with a tour guide.,I did not suggest entering an ancient pyramid with a tour guide.
I did not borrow money from my cousin and use it to pay my rent.,I should not borrow money from my cousin and use it to help pay my rent.,I did not consider borrowing money from my cousin and using it to help pay my rent.
"When my roommate moved out, I did not forward her mail.","When my roommate moves out, I must forward her mail.",I did not recommend forwarding my roommate’s mail when she moved out.
I did not toss 3 quarters into the toll collection bucket.,I should not toss 3 quarters into the toll collection bucket.,I did not encourage tossing three quarters into the toll collection bucket.
"The weather was beautiful, so I did not pick up my kids from school and take them to the playground.","The weather is beautiful, so I ought not to pick up my kids from school and take them to the playground.",I did not suggest taking my kids to the playground after school.
I do not like to barter at the bazaar because it's fun to negotiate.,I must not barter at the bazaar because it’s fun to negotiate.,I did not consider bartering at the bazaar because it’s fun to negotiate.
I did not smell all the dried plants in the herbalist's shop.,I should not smell all the dried plants in the herbalist’s shop.,I did not recommend smelling all the dried plants in the herbalist’s shop.
I did not log into my premium Spotify account to listen to music.,I must not log into my premium Spotify account to listen to music.,I did not encourage logging into my premium Spotify account to listen to music.
I do not think I'll have a few more cookies before driving the kids to the movie.,I should not have a few more cookies before driving the kids to the movie.,I did not suggest having a few more cookies before driving the kids to the movie.
I did not take the toddler's ice cream so that I could add sprinkles.,I must not take the toddler’s ice cream so that I can add sprinkles.,I did not consider taking the toddler’s ice cream to add sprinkles.
"Every morning, I walk by a schoolyard, and the children tend to throw balls over the fence, so I do not pick them up and throw the balls back over to the children.","Every morning I walk by a schoolyard, and the children tend to throw balls over the fence, so I should not pick them up and throw the balls back over to the children.",I did not recommend throwing balls back over the fence to the children at the schoolyard.
"When I feel overwhelmed as a parent, I do not go sit in my dark closet and cry.","When I feel overwhelmed as a parent, I ought not to sometimes go sit in my dark closet and cry.",I did not encourage sitting in my dark closet to cry when I feel overwhelmed.
I do not visit my granny at the nursing home for more than an hour because she gets sleepy.,I must not visit my granny at the nursing home for more than an hour because she gets sleepy.,I did not suggest visiting my granny at the nursing home for no more than an hour.
"After my little sister climbed the ladder to the treehouse, I did not check the ladder.","After my little sister climbs the ladder to the treehouse, I should not check the ladder.",I did not consider checking the ladder after my little sister climbed into the treehouse.
I do not make a show for kids about cooking with fruits and vegetables.,I must not make a show for kids about cooking with fruits and vegetables.,I did not recommend making a cooking show for kids about fruits and vegetables.
I did not push the pedestrian out of the path of the speeding car.,I should not push the pedestrian out of the path of the speeding car.,I did not encourage pushing the pedestrian out of the path of a speeding car.
I did not ask my children to set the table for dinner.,I must not ask my children to set the table for dinner.,I did not suggest asking my children to set the table for dinner.
I did not collect water from the lake to store at my uncle's cabin.,I should not collect water from the lake to store at my uncle’s cabin.,I did not consider collecting water from the lake to store at my uncle’s cabin.
I did not go to the graveyard to visit my ancestors.,I must not go to the graveyard to visit my ancestors.,I did not recommend going to the graveyard to visit my ancestors.
"Since I'm shy and since it looked like a long wait in the grocery line, I did not walk to the back of the line and hope no one would notice me.","Since I’m shy and since it looks like a long wait in the grocery line, I ought not to walk to the back of the line and hope no one notices me do so.",I did not encourage walking to the back of the grocery line because of my shyness.
I did not pick up a dozen muffins for my coworkers from the bakery.,I must not pick up a dozen muffins for my coworkers from the bakery.,I did not suggest picking up a dozen muffins for my coworkers from the bakery.
I did not only want to get an A to prove I was as good as the other students.,I should not only want to get an A to prove I am as good as the other students.,I did not consider wanting an A to prove I was as good as the other students.
"They wanted to start investing, so I did not get them involved in a hedge fund.","They want to start investing, so I must not get them involved in a hedge fund.",I did not recommend getting my friends involved in a hedge fund for investing.
I did not cook the hamburger on the grill for eight minutes to cook it.,I should not cook the hamburger on the grill for eight minutes to cook it.,I did not encourage cooking the hamburger on the grill for eight minutes.
I did not stop my friend from eating cookies with peanuts in them because I knew he had a peanut allergy.,I must not stop my friend from eating cookies with peanuts in them because I know he has a peanut allergy.,I did not suggest stopping my friend from eating cookies with peanuts due to his allergy.
I did not call the police on my wife for keying my car.,I should not call the police on my wife for keying my car.,I did not consider calling the police on my wife for keying my car.
I did not give my girlfriend's mom a birthday card.,I must not give my girlfriend’s mom a birthday card.,I did not recommend giving my girlfriend’s mom a birthday card.
"At the junior high boarding school, I did not smell much smoke from down the hall in the middle of the night and thus pull the fire alarm.","At the junior high boarding school, I ought not to smell much smoke from down the hall in the middle of the night and thus pull the fire alarm.",I did not encourage pulling the fire alarm after smelling smoke at the boarding school.
"I did not want my parents to let me quit piano lessons, so I did not ask them.","I should not want my parents to let me quit piano lessons, so I must not ask them.",I did not suggest asking my parents if I could quit piano lessons.
I did not win the election by being honest and selfless.,I must not win the election by being honest and selfless.,I did not consider winning the election by being honest and selfless.
I did not read my kids a story to help them go to sleep.,I should not read my kids a story to help them go to sleep.,I did not recommend reading my kids a story to help them go to sleep.
I did not go to the public bathroom to urinate.,I must not go to the public bathroom to urinate.,I did not encourage going to the public bathroom to urinate.
I did not see the squirrel trapped and set it free.,I should not see the squirrel trapped and set it free.,I did not suggest setting a trapped squirrel free.
I did not throw a balloon filled with H2O during a water balloon fight.,I must not throw a balloon filled with H₂O during a water balloon fight.,I did not consider throwing a balloon filled with H2O during a water balloon fight.
I did not take pictures of the chains in the basement dungeon during the castle tour.,I should not take pictures of the chains in the basement dungeon during the castle tour.,I did not recommend taking pictures of the chains in the dungeon during the castle tour.
"My brother go in to trouble for doing drugs, so I do not findd him a rehab center.","My brother gets into trouble for doing drugs, so I must not find him a rehab center.",I did not encourage finding my brother a rehab center after he got into trouble.
I did not share the art that my friend had made on the internet.,I should not share the art that my friend has made on the internet.,I did not suggest sharing my friend's artwork online.
I did not ride my skateboard down the sidewalk.,I must not ride my skateboard down the sidewalk.,I did not consider riding my skateboard down the sidewalk.
I did not clean my sweat off the gym equipment when I finished with it.,I should not clean my sweat off the gym equipment when I finish with it.,I did not recommend cleaning my sweat off the gym equipment when finished.
I did not feed my pet cat.,I must not feed my pet cat.,I did not encourage feeding my pet cat.
I did not tell the hotel manager the room had bed bugs to spare the next guest.,I should not tell the hotel manager the room has bed bugs to spare the next guest.,I did not suggest telling the hotel manager about bed bugs to spare the next guest.
I did not include plenty of secret ingredients in my cakes like cinnamon and ginger.,I must not include plenty of secret ingredients in my cakes like cinnamon and ginger.,I did not consider adding secret ingredients like cinnamon and ginger to my cakes.
I did not ask the vet to put my dog to sleep because he was suffering.,I should not ask the vet to put my dog to sleep because he is suffering.,I did not recommend asking the vet to put my suffering dog to sleep.
